year,nuts_id,nuts_year_spec,epo_patent_applications
2015,UKC23,2013,7.0
2015,UKD11,2013,15.0
2015,UKD12,2013,25.0
2015,UKD33,2013,142.0
2015,UKD34,2013,84.0
2015,UKD35,2013,70.0
2015,UKD36,2013,53.0
2015,UKD37,2013,64.0
2015,UKD41,2013,31.0
2015,UKD42,2013,9.0
2015,UKD44,2013,12.0
2015,UKD45,2013,60.0
2015,UKD46,2013,20.0
2015,UKD47,2013,18.0
2015,UKD61,2013,29.0
2015,UKD62,2013,66.0
2015,UKD63,2013,40.0
2015,UKD71,2013,57.0
2015,UKD72,2013,42.0
2015,UKD73,2013,17.0
2015,UKD74,2013,18.0
2015,UKE11,2013,72.0
2015,UKE12,2013,73.0
2015,UKE13,2013,15.0
2015,UKE21,2013,24.0
2015,UKE22,2013,100.0
2015,UKE31,2013,65.0
2015,UKE32,2013,74.0
2015,UKE41,2013,60.0
2015,UKE42,2013,108.0
2015,UKE44,2013,85.0
2015,UKE45,2013,34.0
2015,UKF11,2013,25.0
2015,UKF12,2013,42.0
2015,UKF13,2013,34.0
2015,UKF14,2013,43.0
2015,UKF15,2013,27.0
2015,UKF16,2013,40.0
2015,UKF21,2013,32.0
2015,UKF22,2013,129.0
2015,UKF24,2013,38.0
2015,UKF25,2013,50.0
2015,UKF30,2013,36.0
2015,UKG11,2013,20.0
2015,UKG12,2013,117.0
2015,UKG13,2013,96.0
2015,UKG21,2013,22.0
2015,UKG22,2013,33.0
2015,UKG23,2013,11.0
2015,UKG24,2013,75.0
2015,UKG31,2013,97.0
2015,UKG32,2013,42.0
2015,UKG33,2013,68.0
2015,UKG36,2013,20.0
2015,UKG37,2013,24.0
2015,UKG38,2013,21.0
2015,UKG39,2013,13.0
2015,UKH11,2013,31.0
2015,UKH12,2013,173.0
2015,UKH14,2013,69.0
2015,UKH15,2013,20.0
2015,UKH16,2013,29.0
2015,UKH17,2013,27.0
2015,UKH21,2013,25.0
2015,UKH23,2013,408.0
2015,UKH24,2013,10.0
2015,UKH25,2013,28.0
2015,UKH31,2013,11.0
2015,UKH32,2013,5.0
2015,UKH34,2013,34.0
2015,UKH35,2013,43.0
2015,UKH36,2013,36.0
2015,UKH37,2013,34.0
2015,UKI31,2013,1088.0
2015,UKI32,2013,1234.0
2015,UKI33,2013,411.0
2015,UKI34,2013,80.0
2015,UKI41,2013,251.0
2015,UKI42,2013,186.0
2015,UKI43,2013,324.0
2015,UKI44,2013,195.0
2015,UKI45,2013,82.0
2015,UKI51,2013,29.0
2015,UKI52,2013,20.0
2015,UKI53,2013,66.0
2015,UKI54,2013,48.0
2015,UKI61,2013,24.0
2015,UKI62,2013,28.0
2015,UKI63,2013,129.0
2015,UKI71,2013,150.0
2015,UKI72,2013,80.0
2015,UKI73,2013,93.0
2015,UKI74,2013,130.0
2015,UKI75,2013,284.0
2015,UKJ11,2013,273.0
2015,UKJ12,2013,106.0
2015,UKJ13,2013,136.0
2015,UKJ14,2013,213.0
2015,UKJ21,2013,65.0
2015,UKJ22,2013,66.0
2015,UKJ25,2013,239.0
2015,UKJ26,2013,68.0
2015,UKJ27,2013,69.0
2015,UKJ28,2013,90.0
2015,UKJ31,2013,15.0
2015,UKJ32,2013,20.0
2015,UKJ34,2013,9.0
2015,UKJ35,2013,44.0
2015,UKJ36,2013,73.0
2015,UKJ37,2013,51.0
2015,UKJ41,2013,6.0
2015,UKJ43,2013,36.0
2015,UKJ44,2013,33.0
2015,UKJ45,2013,39.0
2015,UKJ46,2013,65.0
2015,UKK11,2013,127.0
2015,UKK12,2013,95.0
2015,UKK13,2013,105.0
2015,UKK14,2013,25.0
2015,UKK15,2013,53.0
2015,UKK21,2013,64.0
2015,UKK22,2013,30.0
2015,UKK23,2013,65.0
2015,UKK30,2013,79.0
2015,UKK41,2013,28.0
2015,UKK42,2013,10.0
2015,UKK43,2013,98.0
2015,UKL11,2013,
2015,UKL12,2013,6.0
2015,UKL13,2013,7.0
2015,UKL14,2013,15.0
2015,UKL15,2013,10.0
2015,UKL16,2013,23.0
2015,UKL17,2013,15.0
2015,UKL18,2013,21.0
2015,UKL21,2013,33.0
2015,UKL22,2013,61.0
2015,UKL23,2013,26.0
2015,UKL24,2013,8.0
2015,UKM21,2013,9.0
2015,UKM22,2013,28.0
2015,UKM23,2013,9.0
2015,UKM24,2013,4.0
2015,UKM25,2013,131.0
2015,UKM26,2013,1.0
2015,UKM27,2013,16.0
2015,UKM28,2013,9.0
2015,UKM31,2013,5.0
2015,UKM32,2013,6.0
2015,UKM33,2013,5.0
2015,UKM34,2013,116.0
2015,UKM35,2013,31.0
2015,UKM36,2013,11.0
2015,UKM37,2013,41.0
2015,UKM38,2013,10.0
2015,UKM50,2013,38.0
2015,UKM61,2013,15.0
2015,UKM62,2013,6.0
2015,UKM63,2013,2.0
2015,UKM64,2013,2.0
2015,UKM65,2013,
2015,UKM66,2013,
2015,UKN01,2013,33.0
2015,UKN02,2013,24.0
2015,UKN03,2013,44.0
2015,UKN04,2013,10.0
2015,UKN05,2013,41.0
2014,UKC11,2013,8.0
2014,UKC12,2013,3.0
2014,UKC13,2013,8.0
2014,UKC14,2013,19.0
2014,UKC21,2013,10.0
2014,UKC22,2013,47.0
2014,UKC23,2013,8.0
2014,UKD11,2013,7.0
2014,UKD12,2013,17.0
2014,UKD33,2013,112.0
2014,UKD34,2013,82.0
2014,UKD35,2013,62.0
2014,UKD36,2013,58.0
2014,UKD37,2013,50.0
2014,UKD41,2013,22.0
2014,UKD42,2013,13.0
2014,UKD44,2013,19.0
2014,UKD45,2013,74.0
2014,UKD46,2013,30.0
2014,UKD47,2013,23.0
2014,UKD61,2013,19.0
2014,UKD62,2013,72.0
2014,UKD63,2013,39.0
2014,UKD71,2013,53.0
2014,UKD72,2013,32.0
2014,UKD73,2013,12.0
2014,UKD74,2013,28.0
2014,UKE11,2013,50.0
2014,UKE12,2013,42.0
2014,UKE13,2013,10.0
2014,UKE21,2013,22.0
2014,UKE22,2013,81.0
2014,UKE31,2013,65.0
2014,UKE32,2013,62.0
2014,UKE41,2013,58.0
2014,UKE42,2013,91.0
2014,UKE44,2013,72.0
2014,UKE45,2013,31.0
2014,UKF11,2013,15.0
2014,UKF12,2013,87.0
2014,UKF13,2013,38.0
2014,UKF14,2013,29.0
2014,UKF15,2013,31.0
2014,UKF16,2013,41.0
2014,UKF21,2013,32.0
2014,UKF22,2013,113.0
2014,UKF24,2013,31.0
2014,UKF25,2013,53.0
2014,UKF30,2013,26.0
2014,UKG11,2013,13.0
2014,UKG12,2013,122.0
2014,UKG13,2013,89.0
2014,UKG21,2013,16.0
2014,UKG22,2013,47.0
2014,UKG23,2013,13.0
2014,UKG24,2013,84.0
2014,UKG31,2013,99.0
2014,UKG32,2013,28.0
2014,UKG33,2013,94.0
2014,UKG36,2013,17.0
2014,UKG37,2013,29.0
2014,UKG38,2013,40.0
2014,UKG39,2013,15.0
2014,UKH11,2013,33.0
2014,UKH12,2013,134.0
2014,UKH14,2013,86.0
2014,UKH15,2013,20.0
2014,UKH16,2013,14.0
2014,UKH17,2013,26.0
2014,UKH21,2013,19.0
2014,UKH23,2013,405.0
2014,UKH24,2013,13.0
2014,UKH25,2013,26.0
2014,UKH31,2013,32.0
2014,UKH32,2013,9.0
2014,UKH34,2013,35.0
2014,UKH35,2013,60.0
2014,UKH36,2013,37.0
2014,UKH37,2013,37.0
2014,UKI31,2013,899.0
2014,UKI32,2013,1114.0
2014,UKI33,2013,381.0
2014,UKI34,2013,92.0
2014,UKI41,2013,198.0
2014,UKI42,2013,158.0
2014,UKI43,2013,277.0
2014,UKI44,2013,203.0
2014,UKI45,2013,75.0
2014,UKI51,2013,26.0
2014,UKI52,2013,28.0
2014,UKI53,2013,50.0
2014,UKI54,2013,43.0
2014,UKI61,2013,21.0
2014,UKI62,2013,44.0
2014,UKI63,2013,132.0
2014,UKI71,2013,123.0
2014,UKI72,2013,73.0
2014,UKI73,2013,73.0
2014,UKI74,2013,87.0
2014,UKI75,2013,421.0
2014,UKJ11,2013,282.0
2014,UKJ12,2013,48.0
2014,UKJ13,2013,140.0
2014,UKJ14,2013,216.0
2014,UKJ21,2013,64.0
2014,UKJ22,2013,55.0
2014,UKJ25,2013,155.0
2014,UKJ26,2013,59.0
2014,UKJ27,2013,72.0
2014,UKJ28,2013,52.0
2014,UKJ31,2013,13.0
2014,UKJ32,2013,14.0
2014,UKJ34,2013,9.0
2014,UKJ35,2013,52.0
2014,UKJ36,2013,77.0
2014,UKJ37,2013,75.0
2014,UKJ41,2013,15.0
2014,UKJ43,2013,34.0
2014,UKJ44,2013,34.0
2014,UKJ45,2013,46.0
2014,UKJ46,2013,68.0
2014,UKK11,2013,90.0
2014,UKK12,2013,95.0
2014,UKK13,2013,123.0
2014,UKK14,2013,33.0
2014,UKK15,2013,81.0
2014,UKK21,2013,60.0
2014,UKK22,2013,42.0
2014,UKK23,2013,87.0
2014,UKK30,2013,59.0
2014,UKK41,2013,8.0
2014,UKK42,2013,3.0
2014,UKK43,2013,89.0
2014,UKL11,2013,1.0
2014,UKL12,2013,1.0
2014,UKL13,2013,10.0
2014,UKL14,2013,14.0
2014,UKL15,2013,16.0
2014,UKL16,2013,18.0
2014,UKL17,2013,5.0
2014,UKL18,2013,21.0
2014,UKL21,2013,10.0
2014,UKL22,2013,43.0
2014,UKL23,2013,26.0
2014,UKL24,2013,18.0
2014,UKM21,2013,36.0
2014,UKM22,2013,9.0
2014,UKM23,2013,7.0
2014,UKM24,2013,3.0
2014,UKM25,2013,106.0
2014,UKM26,2013,2.0
2014,UKM27,2013,20.0
2014,UKM28,2013,37.0
2014,UKM31,2013,5.0
2014,UKM32,2013,6.0
2014,UKM33,2013,9.0
2014,UKM34,2013,85.0
2014,UKM35,2013,48.0
2014,UKM36,2013,3.0
2014,UKM37,2013,11.0
2014,UKM38,2013,21.0
2014,UKM50,2013,46.0
2014,UKM61,2013,10.0
2014,UKM62,2013,10.0
2014,UKM63,2013,4.0
2014,UKM64,2013,1.0
2014,UKM65,2013,3.0
2014,UKM66,2013,1.0
2014,UKN01,2013,44.0
2014,UKN02,2013,40.0
2014,UKN03,2013,47.0
2014,UKN04,2013,20.0
2014,UKN05,2013,45.0
2013,UKC11,2013,12.0
2013,UKC12,2013,7.0
2013,UKC13,2013,1.0
2013,UKC14,2013,16.0
2013,UKC21,2013,64.0
2013,UKC22,2013,50.0
2013,UKC23,2013,12.0
2013,UKD11,2013,2.0
2013,UKD12,2013,27.0
2013,UKD33,2013,125.0
2013,UKD34,2013,71.0
2013,UKD35,2013,56.0
2013,UKD36,2013,32.0
2013,UKD37,2013,85.0
2013,UKD41,2013,37.0
2013,UKD42,2013,18.0
2013,UKD44,2013,21.0
2013,UKD45,2013,90.0
2013,UKD46,2013,36.0
2013,UKD47,2013,23.0
2013,UKD61,2013,35.0
2013,UKD62,2013,81.0
2013,UKD63,2013,24.0
2013,UKD71,2013,29.0
2013,UKD72,2013,28.0
2013,UKD73,2013,9.0
2013,UKD74,2013,22.0
2013,UKE11,2013,60.0
2013,UKE12,2013,31.0
2013,UKE13,2013,9.0
2013,UKE21,2013,21.0
2013,UKE22,2013,71.0
2013,UKE31,2013,43.0
2013,UKE32,2013,33.0
2013,UKE41,2013,48.0
2013,UKE42,2013,110.0
2013,UKE44,2013,55.0
2013,UKE45,2013,41.0
2013,UKF11,2013,17.0
2013,UKF12,2013,71.0
2013,UKF13,2013,39.0
2013,UKF14,2013,53.0
2013,UKF15,2013,26.0
2013,UKF16,2013,44.0
2013,UKF21,2013,32.0
2013,UKF22,2013,127.0
2013,UKF24,2013,30.0
2013,UKF25,2013,43.0
2013,UKF30,2013,54.0
2013,UKG11,2013,45.0
2013,UKG12,2013,114.0
2013,UKG13,2013,52.0
2013,UKG21,2013,8.0
2013,UKG22,2013,21.0
2013,UKG23,2013,20.0
2013,UKG24,2013,63.0
2013,UKG31,2013,118.0
2013,UKG32,2013,14.0
2013,UKG33,2013,63.0
2013,UKG36,2013,11.0
2013,UKG37,2013,17.0
2013,UKG38,2013,13.0
2013,UKG39,2013,23.0
2013,UKH11,2013,34.0
2013,UKH12,2013,171.0
2013,UKH14,2013,60.0
2013,UKH15,2013,28.0
2013,UKH16,2013,15.0
2013,UKH17,2013,11.0
2013,UKH21,2013,26.0
2013,UKH23,2013,347.0
2013,UKH24,2013,15.0
2013,UKH25,2013,50.0
2013,UKH31,2013,14.0
2013,UKH32,2013,11.0
2013,UKH34,2013,31.0
2013,UKH35,2013,53.0
2013,UKH36,2013,28.0
2013,UKH37,2013,23.0
2013,UKI31,2013,798.0
2013,UKI32,2013,1182.0
2013,UKI33,2013,335.0
2013,UKI34,2013,72.0
2013,UKI41,2013,154.0
2013,UKI42,2013,166.0
2013,UKI43,2013,279.0
2013,UKI44,2013,138.0
2013,UKI45,2013,74.0
2013,UKI51,2013,27.0
2013,UKI52,2013,28.0
2013,UKI53,2013,51.0
2013,UKI54,2013,30.0
2013,UKI61,2013,17.0
2013,UKI62,2013,22.0
2013,UKI63,2013,101.0
2013,UKI71,2013,99.0
2013,UKI72,2013,61.0
2013,UKI73,2013,59.0
2013,UKI74,2013,103.0
2013,UKI75,2013,244.0
2013,UKJ11,2013,262.0
2013,UKJ12,2013,74.0
2013,UKJ13,2013,119.0
2013,UKJ14,2013,192.0
2013,UKJ21,2013,35.0
2013,UKJ22,2013,52.0
2013,UKJ25,2013,190.0
2013,UKJ26,2013,57.0
2013,UKJ27,2013,37.0
2013,UKJ28,2013,69.0
2013,UKJ31,2013,10.0
2013,UKJ32,2013,24.0
2013,UKJ34,2013,4.0
2013,UKJ35,2013,37.0
2013,UKJ36,2013,60.0
2013,UKJ37,2013,66.0
2013,UKJ41,2013,7.0
2013,UKJ43,2013,17.0
2013,UKJ44,2013,23.0
2013,UKJ45,2013,40.0
2013,UKJ46,2013,58.0
2013,UKK11,2013,76.0
2013,UKK12,2013,69.0
2013,UKK13,2013,120.0
2013,UKK14,2013,22.0
2013,UKK15,2013,64.0
2013,UKK21,2013,75.0
2013,UKK22,2013,27.0
2013,UKK23,2013,76.0
2013,UKK30,2013,43.0
2013,UKK41,2013,9.0
2013,UKK42,2013,2.0
2013,UKK43,2013,68.0
2013,UKL11,2013,
2013,UKL12,2013,4.0
2013,UKL13,2013,5.0
2013,UKL14,2013,24.0
2013,UKL15,2013,8.0
2013,UKL16,2013,9.0
2013,UKL17,2013,20.0
2013,UKL18,2013,14.0
2013,UKL21,2013,23.0
2013,UKL22,2013,40.0
2013,UKL23,2013,26.0
2013,UKL24,2013,6.0
2013,UKM21,2013,9.0
2013,UKM22,2013,28.0
2013,UKM23,2013,7.0
2013,UKM24,2013,2.0
2013,UKM25,2013,115.0
2013,UKM26,2013,
2013,UKM27,2013,15.0
2013,UKM28,2013,10.0
2013,UKM31,2013,7.0
2013,UKM32,2013,12.0
2013,UKM33,2013,15.0
2013,UKM34,2013,99.0
2013,UKM35,2013,63.0
2013,UKM36,2013,6.0
2013,UKM37,2013,9.0
2013,UKM38,2013,18.0
2013,UKM50,2013,32.0
2013,UKM61,2013,2.0
2013,UKM62,2013,6.0
2013,UKM63,2013,1.0
2013,UKM64,2013,1.0
2013,UKM65,2013,
2013,UKM66,2013,1.0
2013,UKN01,2013,41.0
2013,UKN02,2013,29.0
2013,UKN03,2013,31.0
2013,UKN04,2013,11.0
2013,UKN05,2013,64.0
2012,UKC11,2013,7.0
2012,UKC12,2013,8.0
2012,UKC13,2013,8.0
2012,UKC14,2013,20.0
2012,UKC21,2013,11.0
2012,UKC22,2013,31.0
2012,UKC23,2013,4.0
2012,UKD11,2013,5.0
2012,UKD12,2013,20.0
2012,UKD33,2013,106.0
2012,UKD34,2013,65.0
2012,UKD35,2013,47.0
2012,UKD36,2013,32.0
2012,UKD37,2013,62.0
2012,UKD41,2013,13.0
2012,UKD42,2013,17.0
2012,UKD44,2013,21.0
2012,UKD45,2013,33.0
2012,UKD46,2013,37.0
2012,UKD47,2013,24.0
2012,UKD61,2013,32.0
2012,UKD62,2013,72.0
2012,UKD63,2013,27.0
2012,UKD71,2013,39.0
2012,UKD72,2013,39.0
2012,UKD73,2013,6.0
2012,UKD74,2013,21.0
2012,UKE11,2013,48.0
2012,UKE12,2013,31.0
2012,UKE13,2013,13.0
2012,UKE21,2013,22.0
2012,UKE22,2013,56.0
2012,UKE31,2013,43.0
2012,UKE32,2013,37.0
2012,UKE41,2013,48.0
2012,UKE42,2013,106.0
2012,UKE44,2013,64.0
2012,UKE45,2013,31.0
2012,UKF11,2013,11.0
2012,UKF12,2013,71.0
2012,UKF13,2013,33.0
2012,UKF14,2013,31.0
2012,UKF15,2013,18.0
2012,UKF16,2013,30.0
2012,UKF21,2013,16.0
2012,UKF22,2013,87.0
2012,UKF24,2013,43.0
2012,UKF25,2013,51.0
2012,UKF30,2013,44.0
2012,UKG11,2013,33.0
2012,UKG12,2013,79.0
2012,UKG13,2013,62.0
2012,UKG21,2013,7.0
2012,UKG22,2013,34.0
2012,UKG23,2013,9.0
2012,UKG24,2013,54.0
2012,UKG31,2013,130.0
2012,UKG32,2013,29.0
2012,UKG33,2013,35.0
2012,UKG36,2013,30.0
2012,UKG37,2013,16.0
2012,UKG38,2013,34.0
2012,UKG39,2013,6.0
2012,UKH11,2013,28.0
2012,UKH12,2013,156.0
2012,UKH14,2013,58.0
2012,UKH15,2013,26.0
2012,UKH16,2013,10.0
2012,UKH17,2013,25.0
2012,UKH21,2013,21.0
2012,UKH23,2013,467.0
2012,UKH24,2013,13.0
2012,UKH25,2013,40.0
2012,UKH31,2013,18.0
2012,UKH32,2013,7.0
2012,UKH34,2013,36.0
2012,UKH35,2013,36.0
2012,UKH36,2013,45.0
2012,UKH37,2013,15.0
2012,UKI31,2013,711.0
2012,UKI32,2013,935.0
2012,UKI33,2013,364.0
2012,UKI34,2013,87.0
2012,UKI41,2013,139.0
2012,UKI42,2013,129.0
2012,UKI43,2013,250.0
2012,UKI44,2013,161.0
2012,UKI45,2013,90.0
2012,UKI51,2013,41.0
2012,UKI52,2013,9.0
2012,UKI53,2013,51.0
2012,UKI54,2013,20.0
2012,UKI61,2013,40.0
2012,UKI62,2013,31.0
2012,UKI63,2013,68.0
2012,UKI71,2013,96.0
2012,UKI72,2013,61.0
2012,UKI73,2013,139.0
2012,UKI74,2013,88.0
2012,UKI75,2013,299.0
2012,UKJ11,2013,228.0
2012,UKJ12,2013,53.0
2012,UKJ13,2013,95.0
2012,UKJ14,2013,180.0
2012,UKJ21,2013,37.0
2012,UKJ22,2013,45.0
2012,UKJ25,2013,201.0
2012,UKJ26,2013,55.0
2012,UKJ27,2013,48.0
2012,UKJ28,2013,59.0
2012,UKJ31,2013,14.0
2012,UKJ32,2013,32.0
2012,UKJ34,2013,7.0
2012,UKJ35,2013,34.0
2012,UKJ36,2013,71.0
2012,UKJ37,2013,77.0
2012,UKJ41,2013,11.0
2012,UKJ43,2013,34.0
2012,UKJ44,2013,29.0
2012,UKJ45,2013,19.0
2012,UKJ46,2013,56.0
2012,UKK11,2013,70.0
2012,UKK12,2013,46.0
2012,UKK13,2013,109.0
2012,UKK14,2013,19.0
2012,UKK15,2013,57.0
2012,UKK21,2013,65.0
2012,UKK22,2013,86.0
2012,UKK23,2013,50.0
2012,UKK30,2013,33.0
2012,UKK41,2013,17.0
2012,UKK42,2013,5.0
2012,UKK43,2013,63.0
2012,UKL11,2013,2.0
2012,UKL12,2013,4.0
2012,UKL13,2013,10.0
2012,UKL14,2013,10.0
2012,UKL15,2013,14.0
2012,UKL16,2013,9.0
2012,UKL17,2013,8.0
2012,UKL18,2013,20.0
2012,UKL21,2013,15.0
2012,UKL22,2013,48.0
2012,UKL23,2013,13.0
2012,UKL24,2013,3.0
2012,UKM21,2013,27.0
2012,UKM22,2013,21.0
2012,UKM23,2013,7.0
2012,UKM24,2013,3.0
2012,UKM25,2013,127.0
2012,UKM26,2013,2.0
2012,UKM27,2013,9.0
2012,UKM28,2013,21.0
2012,UKM31,2013,9.0
2012,UKM32,2013,4.0
2012,UKM33,2013,4.0
2012,UKM34,2013,62.0
2012,UKM35,2013,74.0
2012,UKM36,2013,5.0
2012,UKM37,2013,20.0
2012,UKM38,2013,11.0
2012,UKM50,2013,34.0
2012,UKM61,2013,5.0
2012,UKM62,2013,7.0
2012,UKM63,2013,5.0
2012,UKM64,2013,
2012,UKM65,2013,1.0
2012,UKM66,2013,
2012,UKN01,2013,32.0
2012,UKN02,2013,22.0
2012,UKN03,2013,18.0
2012,UKN04,2013,18.0
2012,UKN05,2013,93.0
2011,UKC11,2013,7.0
2011,UKC12,2013,13.0
2011,UKC13,2013,3.0
2011,UKC14,2013,26.0
2011,UKC21,2013,19.0
2011,UKC22,2013,30.0
2011,UKC23,2013,11.0
2011,UKD11,2013,6.0
2011,UKD12,2013,19.0
2011,UKD33,2013,99.0
2011,UKD34,2013,63.0
2011,UKD35,2013,59.0
2011,UKD36,2013,25.0
2011,UKD37,2013,68.0
2011,UKD41,2013,21.0
2011,UKD42,2013,20.0
2011,UKD44,2013,13.0
2011,UKD45,2013,31.0
2011,UKD46,2013,29.0
2011,UKD47,2013,13.0
2011,UKD61,2013,12.0
2011,UKD62,2013,75.0
2011,UKD63,2013,46.0
2011,UKD71,2013,30.0
2011,UKD72,2013,42.0
2011,UKD73,2013,2.0
2011,UKD74,2013,6.0
2011,UKE11,2013,54.0
2011,UKE12,2013,30.0
2011,UKE13,2013,10.0
2011,UKE21,2013,18.0
2011,UKE22,2013,47.0
2011,UKE31,2013,37.0
2011,UKE32,2013,47.0
2011,UKE41,2013,49.0
2011,UKE42,2013,105.0
2011,UKE44,2013,51.0
2011,UKE45,2013,19.0
2011,UKF11,2013,18.0
2011,UKF12,2013,42.0
2011,UKF13,2013,22.0
2011,UKF14,2013,20.0
2011,UKF15,2013,28.0
2011,UKF16,2013,24.0
2011,UKF21,2013,20.0
2011,UKF22,2013,102.0
2011,UKF24,2013,37.0
2011,UKF25,2013,73.0
2011,UKF30,2013,45.0
2011,UKG11,2013,21.0
2011,UKG12,2013,105.0
2011,UKG13,2013,56.0
2011,UKG21,2013,4.0
2011,UKG22,2013,20.0
2011,UKG23,2013,13.0
2011,UKG24,2013,59.0
2011,UKG31,2013,110.0
2011,UKG32,2013,23.0
2011,UKG33,2013,70.0
