year,nuts_id,nuts_year_spec,spinoff_investment
2015,UKK11,2013,35098000.0
2015,UKK12,2013,2940000.0
2015,UKK13,2013,10000.0
2015,UKK21,2013,0.0
2015,UKK30,2013,45000.0
2015,UKK41,2013,1531000.0
2015,UKK43,2013,490000.0
2015,UKL12,2013,6965000.0
2015,UKL14,2013,1775000.0
2015,UKL15,2013,100000.0
2015,UKL18,2013,4287000.0
2015,UKL22,2013,3350000.0
2015,UKL23,2013,0.0
2015,UKM21,2013,2735000.0
2015,UKM22,2013,750000.0
2015,UKM23,2013,0.0
2015,UKM25,2013,15590000.0
2015,UKM27,2013,0.0
2015,UKM34,2013,212919000.0
2015,UKM35,2013,0.0
2015,UKM50,2013,35586000.0
2015,UKM62,2013,0.0
2015,UKN01,2013,80829000.0
2015,UKN04,2013,6150000.0
2016,UKC12,2016,145000.0
2016,UKC14,2016,21132000.0
2016,UKC22,2016,9166000.0
2016,UKC23,2016,148000.0
2016,UKD12,2016,0.0
2016,UKD33,2016,45989000.0
2016,UKD34,2016,766000.0
2016,UKD36,2016,10000.0
2016,UKD44,2016,2668000.0
2016,UKD45,2016,0.0
2016,UKD47,2016,0.0
2016,UKD63,2016,0.0
2016,UKD72,2016,275000.0
2016,UKE11,2016,0.0
2016,UKE21,2016,1123000.0
2016,UKE32,2016,0.0
2016,UKE41,2016,2008000.0
2016,UKE42,2016,57695000.0
2016,UKE44,2016,10000.0
2016,UKF11,2016,0.0
2016,UKF14,2016,10232000.0
2016,UKF21,2016,350000.0
2016,UKF22,2016,66000.0
2016,UKF24,2016,4415000.0
2016,UKF30,2016,24000.0
2016,UKG12,2016,0.0
2016,UKG21,2016,0.0
2016,UKG23,2016,0.0
2016,UKG24,2016,43000.0
2016,UKG31,2016,11518000.0
2016,UKG33,2016,9700000.0
2016,UKG39,2016,0.0
2016,UKH12,2016,29907000.0
2016,UKH14,2016,0.0
2016,UKH15,2016,5036000.0
2016,UKH21,2016,0.0
2016,UKH23,2016,100000.0
2016,UKH25,2016,1627000.0
2016,UKH34,2016,4630000.0
2016,UKH36,2016,0.0
2016,UKI31,2016,92083000.0
2016,UKI32,2016,166863000.0
2016,UKI33,2016,0.0
2016,UKI34,2016,1012000.0
2016,UKI41,2016,313000.0
2016,UKI42,2016,20903000.0
2016,UKI43,2016,18134000.0
2016,UKI44,2016,93000.0
2016,UKI51,2016,2000000.0
2016,UKI63,2016,0.0
2016,UKI71,2016,0.0
2016,UKI73,2016,0.0
2016,UKI74,2016,0.0
2016,UKI75,2016,0.0
2016,UKJ11,2016,0.0
2016,UKJ12,2016,18000.0
2016,UKJ13,2016,0.0
2016,UKJ14,2016,441398000.0
2016,UKJ21,2016,7839000.0
2016,UKJ25,2016,1537000.0
2016,UKJ27,2016,0.0
2016,UKJ31,2016,0.0
2016,UKJ32,2016,18965000.0
2016,UKJ36,2016,180000.0
2016,UKJ44,2016,217000.0
2016,UKK11,2016,8444000.0
2016,UKK12,2016,37385000.0
2016,UKK13,2016,1605000.0
2016,UKK21,2016,0.0
2016,UKK30,2016,345000.0
2016,UKK41,2016,205000.0
2016,UKK43,2016,3716000.0
2016,UKL12,2016,21156000.0
2016,UKL14,2016,1425000.0
2016,UKL15,2016,0.0
2016,UKL18,2016,0.0
2016,UKL22,2016,5200000.0
2016,UKL23,2016,0.0
2016,UKM50,2016,82023000.0
2016,UKM62,2016,0.0
2016,UKM71,2016,3579000.0
2016,UKM72,2016,3000000.0
2016,UKM73,2016,0.0
2016,UKM75,2016,36320000.0
2016,UKM77,2016,0.0
2016,UKM82,2016,3791000.0
2016,UKM83,2016,0.0
2016,UKN06,2016,85869000.0
2016,UKN12,2016,19500000.0
2017,UKC12,2016,5530000.0
2017,UKC14,2016,13774000.0
2017,UKC22,2016,20209000.0
2017,UKC23,2016,79000.0
2017,UKD12,2016,8000.0
2017,UKD33,2016,31144000.0
2017,UKD34,2016,2004000.0
2017,UKD36,2016,3000.0
2017,UKD44,2016,2540000.0
2017,UKD45,2016,0.0
2017,UKD47,2016,0.0
2017,UKD63,2016,0.0
2017,UKD72,2016,95000.0
2017,UKE11,2016,0.0
2017,UKE21,2016,275000.0
2017,UKE32,2016,117696000.0
2017,UKE41,2016,2334000.0
2017,UKE42,2016,84051000.0
2017,UKE44,2016,1015000.0
2017,UKF11,2016,0.0
2017,UKF14,2016,36003000.0
2017,UKF21,2016,1603000.0
2017,UKF22,2016,94000.0
2017,UKF24,2016,510000.0
2017,UKF30,2016,86000.0
2017,UKG12,2016,0.0
2017,UKG21,2016,0.0
2017,UKG23,2016,23000.0
2017,UKG24,2016,0.0
2017,UKG31,2016,20348000.0
2017,UKG33,2016,30763000.0
2017,UKG39,2016,170000.0
2017,UKH12,2016,2636000.0
2017,UKH14,2016,0.0
2017,UKH15,2016,8278000.0
2017,UKH21,2016,0.0
2017,UKH23,2016,314000.0
2017,UKH25,2016,1627000.0
2017,UKH34,2016,767000.0
2017,UKH36,2016,0.0
2017,UKI31,2016,422556000.0
2017,UKI32,2016,143239000.0
2017,UKI33,2016,3800000.0
2017,UKI34,2016,2884000.0
2017,UKI41,2016,162000.0
2017,UKI42,2016,5858000.0
2017,UKI43,2016,19108000.0
2017,UKI44,2016,370000.0
2017,UKI51,2016,996000.0
2017,UKI63,2016,0.0
2017,UKI71,2016,0.0
2017,UKI73,2016,0.0
2017,UKI74,2016,0.0
2017,UKI75,2016,0.0
2017,UKJ11,2016,1000000.0
2017,UKJ12,2016,0.0
2017,UKJ13,2016,0.0
2017,UKJ14,2016,472698000.0
2017,UKJ21,2016,33858000.0
2017,UKJ25,2016,2089000.0
2017,UKJ27,2016,0.0
2017,UKJ31,2016,0.0
2017,UKJ32,2016,17250000.0
2017,UKJ36,2016,185000.0
2017,UKJ44,2016,0.0
2017,UKK11,2016,57578000.0
2017,UKK12,2016,7761000.0
2017,UKK13,2016,20000.0
2017,UKK21,2016,0.0
2017,UKK30,2016,17000.0
2017,UKK41,2016,352000.0
2017,UKK43,2016,8144000.0
2017,UKL12,2016,3777000.0
2017,UKL14,2016,1425000.0
2017,UKL15,2016,184000.0
2017,UKL18,2016,3925000.0
2017,UKL22,2016,7376000.0
2017,UKL23,2016,0.0
2017,UKM50,2016,25740000.0
2017,UKM62,2016,0.0
2017,UKM71,2016,37700000.0
2017,UKM72,2016,2000000.0
2017,UKM73,2016,0.0
2017,UKM75,2016,25013000.0
2017,UKM77,2016,0.0
2017,UKM82,2016,15609000.0
2017,UKM83,2016,0.0
2017,UKN06,2016,96824000.0
2017,UKN12,2016,16459000.0
2018,UKC12,2016,3338000.0
2018,UKC14,2016,21470000.0
2018,UKC22,2016,23457000.0
2018,UKC23,2016,174000.0
2018,UKD12,2016,0.0
2018,UKD33,2016,10602000.0
2018,UKD34,2016,5498000.0
2018,UKD36,2016,0.0
2018,UKD44,2016,6212000.0
2018,UKD45,2016,1153000.0
2018,UKD47,2016,0.0
2018,UKD63,2016,0.0
2018,UKD72,2016,398000.0
2018,UKE11,2016,0.0
2018,UKE21,2016,346000.0
2018,UKE32,2016,121329000.0
2018,UKE41,2016,3462000.0
2018,UKE42,2016,37362000.0
2018,UKE44,2016,1015000.0
2018,UKF11,2016,0.0
2018,UKF14,2016,76256000.0
2018,UKF21,2016,949000.0
2018,UKF22,2016,1749000.0
2018,UKF24,2016,69000.0
2018,UKF30,2016,80000.0
2018,UKG12,2016,0.0
2018,UKG21,2016,0.0
2018,UKG23,2016,23000.0
2018,UKG24,2016,18000.0
2018,UKG31,2016,29226000.0
2018,UKG33,2016,11428000.0
2018,UKG39,2016,40000.0
2018,UKH12,2016,155110000.0
2018,UKH14,2016,0.0
2018,UKH15,2016,7855000.0
2018,UKH21,2016,0.0
2018,UKH23,2016,238000.0
2018,UKH25,2016,2627000.0
2018,UKH34,2016,5000000.0
2018,UKH36,2016,0.0
2018,UKI31,2016,640883000.0
2018,UKI32,2016,187388000.0
2018,UKI33,2016,3800000.0
2018,UKI34,2016,309000.0
2018,UKI41,2016,37000.0
2018,UKI42,2016,21003000.0
2018,UKI43,2016,22494000.0
2018,UKI44,2016,0.0
2018,UKI51,2016,1086000.0
2018,UKI63,2016,0.0
2018,UKI71,2016,0.0
2018,UKI73,2016,0.0
2018,UKI74,2016,0.0
2018,UKI75,2016,0.0
2018,UKJ11,2016,0.0
2018,UKJ12,2016,105000.0
2018,UKJ13,2016,0.0
2018,UKJ14,2016,581219000.0
2018,UKJ21,2016,1244000.0
2018,UKJ25,2016,3552000.0
2018,UKJ27,2016,0.0
2018,UKJ31,2016,0.0
2018,UKJ32,2016,32069000.0
2018,UKJ36,2016,190000.0
2018,UKJ44,2016,6726000.0
2018,UKK11,2016,71966000.0
2018,UKK12,2016,15083000.0
2018,UKK13,2016,25000.0
2018,UKK21,2016,0.0
2018,UKK30,2016,370000.0
2018,UKK41,2016,389000.0
2018,UKK43,2016,6933000.0
2018,UKL12,2016,489000.0
2018,UKL14,2016,1515000.0
2018,UKL15,2016,345000.0
2018,UKL18,2016,454000.0
2018,UKL22,2016,16728000.0
2018,UKL23,2016,0.0
2018,UKM50,2016,14899000.0
2018,UKM62,2016,0.0
2018,UKM71,2016,25715000.0
2018,UKM72,2016,2000000.0
2018,UKM73,2016,0.0
2018,UKM75,2016,19750000.0
2018,UKM77,2016,0.0
2018,UKM82,2016,16956000.0
2018,UKM83,2016,0.0
2018,UKN06,2016,99365000.0
2018,UKN12,2016,15529000.0
